,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
5000,9a612080-75f3-485d-b082-63da8a572adb_200_8_6,118,0.9165183618823166,left,Republicans,person,they,spatial motion,switch,"The verb 'switch' is used metaphorically to describe 'they' changing political allegiance. The action of 'switching' here does not refer to a physical movement but rather a conceptual change in party affiliation, transcending the literal meaning of the verb.","'And if they were smart, they'd switch parties right now, declare themselves a Democrat caucus, vote with the Democrats.'"
5695,cc04eafc-ab03-11ec-82cc-631625b14811_60_1_0,118,0.9406903685563702,right,Republicans,person,They,spatial motion,feel,"The verb 'feel' is used metaphorically to describe 'They' experiencing an emotional or mental state (belief/judgment) rather than a physical action. It conveys their internal perception of the Biden administration's corruption, transcending its literal meaning of tactile sensation.","'They feel that the Biden administration is so corrupt and inept that they're not going to support anything, anything that the Biden administration wants to do.'"
6156,287822c0-4282-11ed-8363-cb83fa110de1_100_7_6,118,0.9490602393231166,left,Republicans,person,we,spatial motion,ship,"The verb 'ship' is used metaphorically to describe the action of sending or transporting people ('illegals') rather than referring to the literal physical act of transporting via ship. It conveys the idea of moving individuals to a destination, transcending the verb's original meaning to imply a metaphorical 'sending' action.","'The Democrats absolutely lose it when we ship the illegals, 50 of them, up into their communities.'"
4477,8ab20af6-746b-42e5-b500-b22f002135ae_141_7_6,118,0.956829512772591,right,Republicans,person,I,spatial motion,think,"The verb 'think' is used metaphorically to characterize the target noun 'I'. Here, 'I' is metaphorically compared to a 'hammer', and the verb 'think' is part of the metaphorical expression 'think in the hands of...', which implies that the speaker's influence (as the hammer) is being wielded by Trump and leadership to create transformation. This transcends the literal meaning of 'think' as a mental process, instead assigning it a metaphorical role of action and effect.","'It's a hammer, and I think in the hands of a Donald Trump and a great organization and leadership there, you're going to have radical transformation faster than any other way.'"
4540,b1c9b328-b481-11ee-be0e-db459aa16660_115_3_0,118,0.9623775717356924,right,Republicans,person,He,spatial motion,stumping,"The verb 'stumping' is used metaphorically to describe the political activity of campaigning for Nikki Haley. While the literal meaning of 'stump' involves walking with difficulty, in this context, it refers to the abstract action of actively promoting a candidate's cause across multiple states, transcending its physical connotation.",'He's been stumping for Nikki Haley in multiple states.'
7248,db3645a8-866b-11ee-89ee-ab796eb80dd3_93_14_15,118,0.9883926501775386,left,Republicans,person,opponent,spatial motion,leading,"The verb 'leading' is used metaphorically to describe the opponent's prominent position in the context of competition or political rivalry. It does not refer to a physical action of guiding but instead conveys the idea of the opponent being the primary or leading figure in a contested scenario, transcending the verb's literal meaning of directing movement.","'For example, it cites, President Biden directed the DOJ to prosecute his leading opponent.'"
5555,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_271_3_4,119,0.3422478924839492,right,Power Dynamics}.,thing,demands,force,made,"The verb 'made' is used metaphorically to describe the act of creating or asserting 'demands,' which transcends a physical action. 'Made' here signifies the imposition or assertion of demands, not a tangible production process, aligning with metaphorical usage where the verb conveys an abstract conceptual action rather than a literal physical one.","'Anyway, he made demands, the judge of DOJ lawyers, after they refused his directive to turn around planes already in the air.'"
1510,95979075-4c7d-4001-8052-b3ca00215593_357_17_16,119,0.37536618881850775,right,Other,person,they,force,made,"The verb 'made' is used metaphorically to describe the action of generating or earning money, which transcends its literal meaning of physically creating something. Here, 'made' signifies the abstract process of earning income, not a tangible physical action.",'And I went through this and I have a list of all of the money that they made.'
836,9a612080-75f3-485d-b082-63da8a572adb_103_11_12,119,0.4536415979429863,left,Politics,thing,it,force,made,"The verb 'made' is used metaphorically to describe the target noun 'it' (referring to completing the two-year term). The phrase 'made it' here signifies achieving a goal or successfully reaching a destination, which transcends the literal physical action of creating or producing something. Instead, it conveys the abstract concept of completing a term, indicating a metaphorical use of the verb beyond its literal meaning.","'In the last Congress, 16 elected members of Congress never made it to the end of the two-year term, either because they passed away or they were brought up on charges, scandals, indictments.'"
6111,b596eadb-5fb6-493c-bad0-aee500175236_62_5_8,119,0.45366519397361954,right,Security Concerns,thing,threat,force,made,"The verb 'made' is used metaphorically to describe the act of creating or expressing the abstract concept of 'threat.' While 'made' can have a literal meaning (e.g., constructing a physical object), in this context, it refers to the verbal or conceptual act of issuing a threat, which transcends direct physical action and aligns with metaphorical usage to characterize the target noun.","'Well, they pretty much made the same threat on the phone call.'"
2364,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_439_1_4,119,0.4626571173992854,right,Politics,thing,move,force,made,"The verb 'made' is used metaphorically to describe the strategic action of 'move' rather than a physical action. Here, 'move' refers to a political maneuver or decision, and 'made' signifies the act of executing this strategic action, transcending its literal meaning of causing physical movement.",'DeSantis made a major move with the black vote down here in Florida.'
4674,205cf4e6-f82d-11ee-9742-8fe73dcf2196_268_6_8,119,0.46484446501754856,right,Networks,thing,way,force,made,"The verb 'made' is used metaphorically in the phrase 'made its way,' which refers to the video progressing or spreading through TikTok rather than being physically created. The source verb 'made' transcends its literal meaning of creation to describe movement, aligning with the idiomatic use of 'make way' to signify advancement or diffusion.",'Did you see this viral video made its way around TikTok?'
